anime_id,title,image_url,genres,score
37491,Gintama. Silver Soul Arc - Second Half War,https://myanimelist.net/images/anime/1776/96566.jpg,"Action, Comedy, Sci-Fi",8.88
51535,Attack on Titan: Final Season - The Final Chapters,https://myanimelist.net/images/anime/1279/131078.jpg,"Action, Drama, Suspense",8.86
35247,Owarimonogatari Second Season,https://myanimelist.net/images/anime/6/87322.jpg,"Comedy, Mystery, Supernatural",8.86
54492,The Apothecary Diaries,https://myanimelist.net/images/anime/1708/138033.jpg,"Drama, Mystery",8.85
40682,Kingdom Season 3,https://myanimelist.net/images/anime/1443/111830.jpg,Action,8.85
59571,Attack on Titan: The Last Attack,https://myanimelist.net/images/anime/1379/145452.jpg,"Action, Drama, Suspense",8.83
37987,Violet Evergarden: The Movie,https://myanimelist.net/images/anime/1825/110716.jpg,"Award Winning, Drama",8.83
49387,Vinland Saga Season 2,https://myanimelist.net/images/anime/1170/124312.jpg,"Action, Adventure, Drama",8.82
32281,Your Name.,https://myanimelist.net/images/anime/5/87048.jpg,"Award Winning, Drama",8.82
36838,Gintama. Silver Soul Arc,https://myanimelist.net/images/anime/12/89603.jpg,"Action, Comedy, Sci-Fi",8.81
2921,Tomorrow's Joe 2,https://myanimelist.net/images/anime/3/45028.jpg,"Drama, Sports",8.79
37510,Mob Psycho 100 II,https://myanimelist.net/images/anime/1918/96303.jpg,"Action, Comedy, Supernatural",8.78
31758,Kizumonogatari Part 3: Cold-Blooded,https://myanimelist.net/images/anime/1084/112813.jpg,"Action, Mystery, Supernatural",8.78
40028,Attack on Titan: Final Season,https://myanimelist.net/images/anime/1000/110531.jpg,"Action, Drama, Suspense",8.78
37521,Vinland Saga,https://myanimelist.net/images/anime/1500/103005.jpg,"Action, Adventure, Drama",8.78
263,Fighting Spirit,https://myanimelist.net/images/anime/4/86334.jpg,Sports,8.78
32935,Haikyu!! 3rd Season,https://myanimelist.net/images/anime/7/81992.jpg,Sports,8.77
199,Spirited Away,https://myanimelist.net/images/anime/6/79597.jpg,"Adventure, Award Winning, Fantasy",8.77
48583,Attack on Titan: Final Season Part 2,https://myanimelist.net/images/anime/1948/120625.jpg,"Action, Drama, Suspense",8.77
60489,Takopi's Original Sin,https://myanimelist.net/images/anime/1182/149879.jpg,"Drama, Sci-Fi",8.76
17074,Monogatari Series: Second Season,https://myanimelist.net/images/anime/1807/121534.jpg,"Comedy, Mystery, Romance, Supernatural",8.76
1,Cowboy Bebop,https://myanimelist.net/images/anime/4/19644.jpg,"Action, Award Winning, Sci-Fi",8.75
53223,Kingdom Season 5,https://myanimelist.net/images/anime/1050/139641.jpg,Action,8.73
47917,Bocchi the Rock!,https://myanimelist.net/images/anime/1448/127956.jpg,Comedy,8.73
50160,Kingdom Season 4,https://myanimelist.net/images/anime/1566/122794.jpg,Action,8.73
21,One Piece,https://myanimelist.net/images/anime/1244/138851.jpg,"Action, Adventure, Fantasy",8.73
60098,My Hero Academia Final Season,https://myanimelist.net/images/anime/1959/151055.jpg,Action,8.72
52198,Kaguya-sama: Love is War -The First Kiss That Never Ends-,https://myanimelist.net/images/anime/1670/130060.jpg,"Comedy, Drama, Romance",8.72
39894,Sound! Euphonium 3,https://myanimelist.net/images/anime/1216/142086.jpg,Drama,8.72
24701,Mushi-shi: Next Passage Part 2,https://myanimelist.net/images/anime/9/68095.jpg,"Adventure, Mystery, Slice of Life, Supernatural",8.72
50172,Mob Psycho 100 III,https://myanimelist.net/images/anime/1228/125011.jpg,"Action, Comedy, Supernatural",8.72
48569,86 Eighty-Six Part 2,https://myanimelist.net/images/anime/1321/117508.jpg,"Drama, Sci-Fi",8.72
58788,Journal with Witch,https://myanimelist.net/images/anime/1791/154233.jpg,Drama,8.71
55016,Idol,https://myanimelist.net/images/anime/1921/135489.jpg,N/A,8.71
52215,Orb: On the Movements of the Earth,https://myanimelist.net/images/anime/1749/145922.jpg,Drama,8.71
1575,Code Geass: Lelouch of the Rebellion,https://myanimelist.net/images/anime/1032/135088.jpg,"Award Winning, Drama, Sci-Fi",8.71
45649,The First Slam Dunk,https://myanimelist.net/images/anime/1745/129284.jpg,"Award Winning, Sports",8.71
44074,Link Click,https://myanimelist.net/images/anime/1135/114867.jpg,"Drama, Mystery, Suspense",8.71
51009,Jujutsu Kaisen Season 2,https://myanimelist.net/images/anime/1792/138022.jpg,"Action, Supernatural",8.71
55690,The Dangers in My Heart Season 2,https://myanimelist.net/images/anime/1643/138581.jpg,"Comedy, Romance",8.7
53998,Bleach: Thousand-Year Blood War - The Separation,https://myanimelist.net/images/anime/1164/138058.jpg,"Action, Adventure, Supernatural",8.7
33095,Descending Stories: Showa Genroku Rakugo Shinju,https://myanimelist.net/images/anime/1493/124765.jpg,Drama,8.7
47778,Demon Slayer: Kimetsu no Yaiba Entertainment District Arc,https://myanimelist.net/images/anime/1908/120036.jpg,"Action, Supernatural",8.7
53447,To Be Hero X,https://myanimelist.net/images/anime/1492/150628.jpg,Action,8.69
33352,Violet Evergarden,https://myanimelist.net/images/anime/1795/95088.jpg,Drama,8.69
44,Samurai X: Trust and Betrayal,https://myanimelist.net/images/anime/1656/137618.jpg,"Action, Drama, Romance",8.69
61517,Kingdom Season 6,https://myanimelist.net/images/anime/1282/151476.jpg,Action,8.68
21939,Mushi-shi: Next Passage Part 1,https://myanimelist.net/images/anime/13/58533.jpg,"Adventure, Mystery, Slice of Life, Supernatural",8.68
245,Great Teacher Onizuka,https://myanimelist.net/images/anime/13/11460.jpg,Comedy,8.68
61930,Umamusume: Cinderella Gray Part 2,https://myanimelist.net/images/anime/1120/152280.jpg,"Drama, Sports",8.67
59192,Demon Slayer: Kimetsu no Yaiba - The Movie: Infinity Castle - Part 1: Akaza Returns,https://myanimelist.net/images/anime/1681/148216.jpg,"Action, Award Winning, Supernatural",8.67
56784,Bleach: Thousand-Year Blood War - The Conflict,https://myanimelist.net/images/anime/1595/144074.jpg,"Action, Adventure, Supernatural",8.67
5258,Fighting Spirit: New Challenger,https://myanimelist.net/images/anime/8/56617.jpg,Sports,8.67
431,Howl's Moving Castle,https://myanimelist.net/images/anime/1470/138723.jpg,"Adventure, Award Winning, Drama, Fantasy, Romance",8.67
164,Princess Mononoke,https://myanimelist.net/images/anime/1355/147277.jpg,"Action, Adventure, Award Winning, Fantasy",8.67
457,Mushi-Shi,https://myanimelist.net/images/anime/2/73862.jpg,"Adventure, Mystery, Slice of Life, Supernatural",8.65
40434,The Master of Diabolism 3,https://myanimelist.net/images/anime/1634/116782.jpg,"Action, Adventure, Drama, Fantasy, Mystery",8.65
57864,Monogatari Series: Off & Monster Season,https://myanimelist.net/images/anime/1142/146776.jpg,"Comedy, Mystery, Supernatural",8.64
57647,Umamusume: Pretty Derby - Beginning of a New Era,https://myanimelist.net/images/anime/1427/142210.jpg,Sports,8.64
2001,Gurren Lagann,https://myanimelist.net/images/anime/4/5123.jpg,"Adventure, Award Winning, Sci-Fi",8.64
23273,Your Lie in April,https://myanimelist.net/images/anime/1405/143284.jpg,"Drama, Romance",8.64
50399,Heaven Official's Blessing Season 2,https://myanimelist.net/images/anime/1203/139210.jpg,"Action, Adventure, Drama, Fantasy",8.64
35760,Attack on Titan Season 3,https://myanimelist.net/images/anime/1173/92110.jpg,"Action, Drama, Suspense",8.64
33050,Fate/stay night: Heaven's Feel - III. Spring Song,https://myanimelist.net/images/anime/1142/112957.jpg,"Action, Fantasy",8.63
11665,Natsume's Book of Friends Season 4,https://myanimelist.net/images/anime/3/37449.jpg,"Slice of Life, Supernatural",8.63
22135,Ping Pong the Animation,https://myanimelist.net/images/anime/1586/146565.jpg,"Award Winning, Drama, Sports",8.63
46102,Odd Taxi,https://myanimelist.net/images/anime/1981/113348.jpg,"Award Winning, Drama, Mystery, Suspense",8.63
49413,Link Click Season 2,https://myanimelist.net/images/anime/1897/137108.jpg,"Drama, Mystery, Suspense",8.63
58125,Look Back,https://myanimelist.net/images/anime/1716/142633.jpg,"Award Winning, Drama",8.62
34599,Made in Abyss,https://myanimelist.net/images/anime/6/86733.jpg,"Adventure, Drama, Fantasy, Mystery, Sci-Fi",8.62
42310,Cyberpunk: Edgerunners,https://myanimelist.net/images/anime/1818/126435.jpg,"Action, Sci-Fi",8.62
1535,Death Note,https://myanimelist.net/images/anime/1079/138100.jpg,"Supernatural, Suspense",8.62
28891,Haikyu!! 2nd Season,https://myanimelist.net/images/anime/9/76662.jpg,Sports,8.62
61952,The Legend of Hei 2,https://myanimelist.net/images/anime/1288/151853.jpg,"Adventure, Drama, Fantasy",8.61
49818,Lord of Mysteries,https://myanimelist.net/images/anime/1952/149229.jpg,"Action, Fantasy, Mystery, Suspense",8.61
54898,Bungo Stray Dogs 5,https://myanimelist.net/images/anime/1161/136691.jpg,"Action, Mystery",8.61
52742,Haikyu!! Movie: The Dumpster Battle,https://myanimelist.net/images/anime/1665/140360.jpg,Sports,8.61
34591,Natsume's Book of Friends Season 6,https://myanimelist.net/images/anime/6/84416.jpg,"Slice of Life, Supernatural",8.61
4565,Gurren Lagann The Movie: The Lights in the Sky are Stars,https://myanimelist.net/images/anime/12/19698.jpg,Sci-Fi,8.61
40591,Kaguya-sama: Love is War?,https://myanimelist.net/images/anime/1764/106659.jpg,"Comedy, Romance",8.61
45576,Mushoku Tensei: Jobless Reincarnation Part 2,https://myanimelist.net/images/anime/1028/117777.jpg,"Adventure, Drama, Fantasy, Ecchi",8.61
19647,Fighting Spirit: Rising,https://myanimelist.net/images/anime/6/56147.jpg,Sports,8.61
33,Berserk,https://myanimelist.net/images/anime/1384/119988.jpg,"Action, Adventure, Drama, Fantasy, Horror",8.61
60058,[Oshi No Ko] Season 3,https://myanimelist.net/images/anime/1979/153329.jpg,Drama,8.6
55255,Alien Stage,https://myanimelist.net/images/anime/1524/143502.jpg,"Drama, Sci-Fi, Suspense",8.6
36862,Made in Abyss: Dawn of the Deep Soul,https://myanimelist.net/images/anime/1803/117183.jpg,"Adventure, Drama, Fantasy, Mystery, Sci-Fi",8.6
41084,Made in Abyss: The Golden City of the Scorching Sun,https://myanimelist.net/images/anime/1864/122519.jpg,"Adventure, Drama, Fantasy, Mystery, Sci-Fi",8.6
52701,Delicious in Dungeon,https://myanimelist.net/images/anime/1711/142478.jpg,"Adventure, Comedy, Fantasy, Gourmet",8.59
38329,Rascal Does Not Dream of a Dreaming Girl,https://myanimelist.net/images/anime/1613/102179.jpg,"Drama, Romance, Supernatural",8.59
7311,The Disappearance of Haruhi Suzumiya,https://myanimelist.net/images/anime/1248/112352.jpg,"Award Winning, Mystery, Sci-Fi, Supernatural",8.59
57658,Jujutsu Kaisen: The Culling Game Part 1,https://myanimelist.net/images/anime/1659/154920.jpg,"Action, Supernatural",8.58
55823,Natsume's Book of Friends Season 7,https://myanimelist.net/images/anime/1270/145168.jpg,"Slice of Life, Supernatural",8.58
3786,Evangelion: 3.0+1.0 Thrice Upon a Time,https://myanimelist.net/images/anime/1422/113533.jpg,"Award Winning, Drama, Sci-Fi, Suspense",8.58
37991,JoJo's Bizarre Adventure: Golden Wind,https://myanimelist.net/images/anime/1882/94989.jpg,"Action, Adventure",8.58
28957,Mushi-Shi: The Next Chapter - Drops of Bells,https://myanimelist.net/images/anime/9/72689.jpg,"Adventure, Mystery, Slice of Life, Supernatural",8.58
59636,Umamusume: Cinderella Gray,https://myanimelist.net/images/anime/1626/148097.jpg,"Drama, Sports",8.57
50250,Chiikawa,https://myanimelist.net/images/anime/1783/121944.jpg,Slice of Life,8.57
16498,Attack on Titan,https://myanimelist.net/images/anime/10/47347.jpg,"Action, Award Winning, Drama, Suspense",8.57
877,Nana,https://myanimelist.net/images/anime/2/11232.jpg,"Drama, Romance",8.57
32,Neon Genesis Evangelion: The End of Evangelion,https://myanimelist.net/images/anime/1404/98182.jpg,"Avant Garde, Drama, Sci-Fi, Suspense",8.57
58567,Solo Leveling Season 2: Arise from the Shadow,https://myanimelist.net/images/anime/1448/147351.jpg,"Action, Adventure, Fantasy",8.56
32983,Natsume's Book of Friends Season 5,https://myanimelist.net/images/anime/11/81755.jpg,"Slice of Life, Supernatural",8.56
31757,Kizumonogatari Part 2: Hot-Blooded,https://myanimelist.net/images/anime/1981/112812.jpg,"Action, Mystery, Supernatural",8.56
12355,Wolf Children,https://myanimelist.net/images/anime/9/35721.jpg,"Award Winning, Slice of Life, Supernatural",8.56
10379,Natsume's Book of Friends Season 3,https://myanimelist.net/images/anime/8/82394.jpg,"Slice of Life, Supernatural",8.56
170,Slam Dunk,https://myanimelist.net/images/anime/12/86890.jpg,Sports,8.56
40776,Haikyu!! To the Top 2nd-cour,https://myanimelist.net/images/anime/1453/106768.jpg,Sports,8.56
61903,Kaguya-sama: Love Is War - Stairway to Adulthood,https://myanimelist.net/images/anime/1112/150697.jpg,"Comedy, Romance",8.55
60557,A Record Of Mortal's Journey To Immortality 4th Season,https://myanimelist.net/images/anime/1421/153427.jpg,"Action, Adventure, Fantasy",8.55
36098,I Want To Eat Your Pancreas,https://myanimelist.net/images/anime/1768/93291.jpg,"Drama, Romance",8.55
30484,Steins;Gate 0,https://myanimelist.net/images/anime/1375/93521.jpg,"Drama, Sci-Fi, Suspense",8.55
7785,The Tatami Galaxy,https://myanimelist.net/images/anime/1633/123689.jpg,"Award Winning, Comedy, Mystery, Romance, Suspense",8.55
437,Perfect Blue,https://myanimelist.net/images/anime/1254/134212.jpg,"Avant Garde, Award Winning, Drama, Horror, Suspense",8.55
59845,The Fragrant Flower Blooms with Dignity,https://myanimelist.net/images/anime/1744/150433.jpg,"Drama, Romance",8.54
52034,[Oshi No Ko],https://myanimelist.net/images/anime/1812/134736.jpg,"Award Winning, Drama",8.54
28735,Showa Genroku Rakugo Shinju,https://myanimelist.net/images/anime/1354/124768.jpg,Drama,8.54
25777,Attack on Titan Season 2,https://myanimelist.net/images/anime/4/84177.jpg,"Action, Drama, Suspense",8.54
11741,Fate/Zero Season 2,https://myanimelist.net/images/anime/1522/117645.jpg,"Action, Fantasy",8.54
578,Grave of the Fireflies,https://myanimelist.net/images/anime/1485/141208.jpg,Drama,8.54
40456,Demon Slayer: Kimetsu no Yaiba - The Movie: Mugen Train,https://myanimelist.net/images/anime/1704/106947.jpg,"Action, Supernatural",8.54
63019,Love Through a Prism,https://myanimelist.net/images/anime/1862/153881.jpg,"Drama, Romance",8.53
21329,Mushi-shi: The Shadow that Devours the Sun,https://myanimelist.net/images/anime/1559/147521.jpg,"Adventure, Mystery, Slice of Life, Supernatural",8.53
5300,Natsume's Book of Friends Season 2,https://myanimelist.net/images/anime/4/79738.jpg,"Slice of Life, Supernatural",8.53
40417,Fruits Basket 2nd Season,https://myanimelist.net/images/anime/1972/111635.jpg,"Drama, Romance, Supernatural",8.53
61322,Dr. Stone: Science Future Part 2,https://myanimelist.net/images/anime/1785/151710.jpg,"Adventure, Comedy",8.52
55791,[Oshi No Ko] Season 2,https://myanimelist.net/images/anime/1006/143302.jpg,Drama,8.52
7472,Gintama: The Movie,https://myanimelist.net/images/anime/4/28803.jpg,"Action, Comedy, Sci-Fi",8.52
40664,Revue Starlight: The Movie,https://myanimelist.net/images/anime/1378/119190.jpg,Drama,8.52
12365,Bakuman. Season 3,https://myanimelist.net/images/anime/6/41845.jpg,"Comedy, Drama, Romance",8.52
205,Samurai Champloo,https://myanimelist.net/images/anime/1370/135212.jpg,"Action, Adventure, Comedy",8.52
53273,JoJo's Bizarre Adventure: Stone Ocean Part 3,https://myanimelist.net/images/anime/1233/128920.jpg,"Action, Adventure",8.51
4282,The Garden of Sinners Chapter 5: Paradox Spiral,https://myanimelist.net/images/anime/4/75851.jpg,"Action, Drama, Fantasy, Mystery, Romance, Suspense",8.51
35843,Gintama. Slip Arc,https://myanimelist.net/images/anime/11/88325.jpg,"Action, Comedy, Sci-Fi",8.51
801,Ghost in the Shell: Stand Alone Complex 2nd GIG,https://myanimelist.net/images/anime/1646/135390.jpg,"Mystery, Sci-Fi",8.51
40748,Jujutsu Kaisen,https://myanimelist.net/images/anime/1171/109222.jpg,"Action, Award Winning, Supernatural",8.51
62896,Cosmic Princess Kaguya!,https://myanimelist.net/images/anime/1758/153953.jpg,"Action, Sci-Fi, Supernatural",8.5
59986,Grand Blue Dreaming Season 2,https://myanimelist.net/images/anime/1108/150583.jpg,Comedy,8.5
38474,Laid-Back Camp Season 2,https://myanimelist.net/images/anime/1255/110636.jpg,Slice of Life,8.5
11981,Puella Magi Madoka Magica the Movie: Rebellion,https://myanimelist.net/images/anime/5/54231.jpg,"Award Winning, Drama, Suspense",8.5
35839,A Place Further Than The Universe,https://myanimelist.net/images/anime/6/89879.jpg,"Adventure, Comedy, Drama",8.5
31933,JoJo's Bizarre Adventure: Diamond Is Unbreakable,https://myanimelist.net/images/anime/3/79156.jpg,"Action, Adventure",8.5
49701,Battle Through the Heavens: Three Year Agreement,https://myanimelist.net/images/anime/1029/118861.jpg,"Action, Adventure, Fantasy",8.5
61335,Medalist Season 2,https://myanimelist.net/images/anime/1828/155038.jpg,"Drama, Sports",8.49
58222,given The Movie: To the Sea,https://myanimelist.net/images/anime/1663/144261.jpg,"Boys Love, Drama",8.49
55830,Fate/strange Fake,https://myanimelist.net/images/anime/1752/150192.jpg,"Action, Fantasy",8.49
32182,Mob Psycho 100,https://myanimelist.net/images/anime/8/80356.jpg,"Action, Comedy, Supernatural",8.49
60988,Heaven Official's Blessing Short Films,https://myanimelist.net/images/anime/1174/149943.jpg,"Action, Adventure, Drama, Fantasy",8.48
60544,Ne Zha 2,https://myanimelist.net/images/anime/1616/147002.jpg,"Action, Comedy, Drama, Fantasy",8.48
12431,Space Brothers,https://myanimelist.net/images/anime/1290/135694.jpg,Comedy,8.48
30276,One-Punch Man,https://myanimelist.net/images/anime/12/76049.jpg,"Action, Comedy",8.48
40834,Ranking of Kings,https://myanimelist.net/images/anime/1347/117616.jpg,"Adventure, Fantasy",8.48
55809,Renegade Immortal,https://myanimelist.net/images/anime/1289/149708.jpg,"Action, Adventure, Fantasy",8.47
37779,The Promised Neverland,https://myanimelist.net/images/anime/1830/118780.jpg,"Mystery, Suspense",8.47
30654,Assassination Classroom Second Season,https://myanimelist.net/images/anime/8/77966.jpg,"Action, Comedy",8.47
3297,Aria the Origination,https://myanimelist.net/images/anime/1431/132867.jpg,"Sci-Fi, Slice of Life",8.47
44070,Heaven Official's Blessing Special,https://myanimelist.net/images/anime/1043/110306.jpg,"Action, Adventure, Drama, Fantasy",8.47
10165,Nichijou - My Ordinary Life,https://myanimelist.net/images/anime/3/75617.jpg,Comedy,8.47
33049,Fate/stay night: Heaven's Feel - II. Lost Butterfly,https://myanimelist.net/images/anime/1974/98158.jpg,"Action, Fantasy",8.46
6114,Rainbow,https://myanimelist.net/images/anime/9/72697.jpg,"Drama, Suspense",8.46
392,Yu Yu Hakusho: Ghost Files,https://myanimelist.net/images/anime/1228/111372.jpg,"Action, Supernatural",8.46
47194,Summer Time Rendering,https://myanimelist.net/images/anime/1120/120796.jpg,"Mystery, Supernatural, Suspense",8.46
37379,Chihayafuru 3,https://myanimelist.net/images/anime/1898/110709.jpg,"Drama, Romance, Sports",8.46
38450,The Master of Diabolism 2,https://myanimelist.net/images/anime/1404/106707.jpg,"Action, Adventure, Drama, Fantasy, Mystery",8.45
37208,The Master of Diabolism,https://myanimelist.net/images/anime/1908/153734.jpg,"Action, Adventure, Drama, Fantasy, Mystery",8.45
31181,Owarimonogatari,https://myanimelist.net/images/anime/8/76479.jpg,"Comedy, Mystery, Supernatural",8.45
11577,Steins;Gate: The Movie - Load Region of Déjà Vu,https://myanimelist.net/images/anime/1611/112806.jpg,"Drama, Sci-Fi",8.45
36649,Banana Fish,https://myanimelist.net/images/anime/1190/93472.jpg,"Action, Adventure, Drama, Suspense",8.45
37105,Grand Blue Dreaming,https://myanimelist.net/images/anime/1302/94882.jpg,Comedy,8.45
44087,Gintama: The Semi-Final,https://myanimelist.net/images/anime/1694/110521.jpg,"Action, Comedy",8.45
35737,Pluto,https://myanimelist.net/images/anime/1021/138568.jpg,"Action, Mystery, Sci-Fi, Suspense",8.44
36999,Zoku Owarimonogatari,https://myanimelist.net/images/anime/1022/96168.jpg,"Comedy, Mystery, Supernatural",8.44
26055,JoJo's Bizarre Adventure: Stardust Crusaders - Battle in Egypt,https://myanimelist.net/images/anime/11/75045.jpg,"Action, Adventure",8.44
56538,Kimi ni Todoke: From Me to You Season 3,https://myanimelist.net/images/anime/1617/142448.jpg,"Drama, Romance",8.43
54857,Re:ZERO -Starting Life in Another World- Season 3,https://myanimelist.net/images/anime/1706/144725.jpg,"Drama, Fantasy, Suspense",8.43
44511,Chainsaw Man,https://myanimelist.net/images/anime/1806/126216.jpg,"Action, Fantasy",8.43
136,Hunter x Hunter,https://myanimelist.net/images/anime/1305/132237.jpg,"Action, Adventure, Fantasy",8.43
20583,Haikyu!!,https://myanimelist.net/images/anime/7/76014.jpg,Sports,8.43
40059,Golden Kamuy Season 3,https://myanimelist.net/images/anime/1763/108108.jpg,"Action, Adventure",8.43
60543,Dan Da Dan Season 2,https://myanimelist.net/images/anime/1721/149001.jpg,"Action, Comedy, Supernatural",8.42
57334,Dan Da Dan,https://myanimelist.net/images/anime/1584/143719.jpg,"Action, Comedy, Supernatural",8.42
24687,Mushi-shi Path of Thorns,https://myanimelist.net/images/anime/8/63539.jpg,"Adventure, Mystery, Slice of Life, Supernatural",8.42
36538,Natsume's Book of Friends Movie: Ephemeral Bond,https://myanimelist.net/images/anime/1250/94846.jpg,"Slice of Life, Supernatural",8.42
42203,Re:ZERO -Starting Life in Another World- Season 2 Part 2,https://myanimelist.net/images/anime/1724/117421.jpg,"Drama, Fantasy, Suspense",8.42
38889,Kono Oto Tomare!: Sounds of Life Season 2,https://myanimelist.net/images/anime/1422/111621.jpg,Drama,8.42
21899,Gintama: Yorinuki Gintama-san on Theater 2D,https://myanimelist.net/images/anime/1172/90571.jpg,"Action, Comedy, Sci-Fi",8.42
25781,Attack on Titan: No Regrets,https://myanimelist.net/images/anime/8/69497.jpg,Action,8.42
467,Ghost in the Shell: Stand Alone Complex,https://myanimelist.net/images/anime/11/50857.jpg,"Award Winning, Mystery, Sci-Fi",8.42
50265,Spy x Family,https://myanimelist.net/images/anime/1441/122795.jpg,"Action, Award Winning, Comedy",8.42
50330,Bungo Stray Dogs 4,https://myanimelist.net/images/anime/1263/132759.jpg,"Action, Mystery",8.42
39741,Violet Evergarden: Eternity and the Auto Memory Doll,https://myanimelist.net/images/anime/1667/112943.jpg,Drama,8.42
55772,Golden Kamuy Final Season,https://myanimelist.net/images/anime/1288/154763.jpg,"Action, Adventure",8.41
33255,The Disastrous Life of Saiki K.,https://myanimelist.net/images/anime/1973/142750.jpg,Comedy,8.41
34612,The Disastrous Life of Saiki K. 2,https://myanimelist.net/images/anime/1961/91383.jpg,Comedy,8.41
40730,Heaven Official's Blessing,https://myanimelist.net/images/anime/1319/109301.jpg,"Action, Adventure, Drama, Fantasy",8.41
2246,Mononoke,https://myanimelist.net/images/anime/3/20713.jpg,"Horror, Mystery, Supernatural, Suspense",8.41
49722,Teasing Master Takagi-san: The Movie,https://myanimelist.net/images/anime/1376/123398.jpg,Romance,8.41
30709,Kamisama Hajimemashita: Kako-hen,https://myanimelist.net/images/anime/3/81250.jpg,"Comedy, Romance, Supernatural",8.41
36885,Saekano the Movie: Finale,https://myanimelist.net/images/anime/1671/111411.jpg,"Comedy, Romance",8.41
38000,Demon Slayer: Kimetsu no Yaiba,https://myanimelist.net/images/anime/1286/99889.jpg,"Action, Award Winning, Supernatural",8.41
53672,Violet Evergarden: Recollections,https://myanimelist.net/images/anime/1902/143097.jpg,Drama,8.4
36275,Natsume's Book of Friends Season 6 Specials,https://myanimelist.net/images/anime/10/87615.jpg,"Slice of Life, Supernatural",8.4
35851,Maquia: When the Promised Flower Blooms,https://myanimelist.net/images/anime/11/89556.jpg,"Drama, Fantasy",8.4
38040,KonoSuba: God's Blessing on This Wonderful World! - Legend of Crimson,https://myanimelist.net/images/anime/1638/119321.jpg,"Adventure, Comedy, Fantasy",8.4
51039,Battle Through The Heavens Season 5,https://myanimelist.net/images/anime/1419/126374.jpg,"Action, Adventure, Fantasy",8.4
37999,Kaguya-sama: Love is War,https://myanimelist.net/images/anime/1295/106551.jpg,"Comedy, Romance",8.4
45556,Scissor Seven: Xuanwu Kingdom Chapter,https://myanimelist.net/images/anime/1884/111224.jpg,"Action, Adventure, Comedy, Drama, Mystery",8.4
55888,Mushoku Tensei: Jobless Reincarnation Season 2 Part 2,https://myanimelist.net/images/anime/1876/141251.jpg,"Adventure, Drama, Fantasy, Ecchi",8.39
