user_id,anime_id,rating
2,10379,6
2,2402,7
2,51009,7
2,51335,9
2,18179,6
3,781,8
3,6438,4
3,1486,6
3,9735,5
3,52846,4
3,33970,7
3,4985,7
3,59675,5
3,40787,10
3,372,5
3,66,8
3,338,9
3,268,6
3,790,5
3,1367,7
3,36990,7
3,5678,6
3,19363,6
3,41025,9
3,23273,9
3,39592,7
3,33486,7
3,23775,3
3,50631,4
3,59845,9
3,53411,3
3,47194,3
3,11741,6
3,57616,9
3,38889,5
3,62543,5
3,36862,7
3,63019,6
3,47778,7
3,55809,10
3,1364,6
3,27831,5
3,19815,7
3,2890,6
3,12477,7
3,877,9
3,34096,5
3,42640,8
3,322,5
3,38691,6
3,59145,7
3,7338,4
3,38003,6
3,4477,6
3,7062,4
3,59228,7
3,31933,7
3,48736,5
3,3016,4
3,6045,7
3,15,10
3,27833,7
3,7791,6
3,957,5
3,72,10
3,59898,5
3,5681,5
3,54791,8
3,30952,8
3,56609,5
3,7655,5
3,801,7
3,24833,9
3,57183,6
3,4722,8
3,853,3
3,16894,6
3,12815,6
3,39570,3
4,56784,8
4,40853,8
4,12113,6
4,46654,6
4,3297,8
4,7655,5
4,55701,9
4,38249,8
4,16918,6
4,31181,6
4,34376,8
4,35677,7
4,6547,5
4,43325,10
4,30831,4
4,44235,10
4,10408,10
4,205,5
4,9756,7
4,40787,8
4,38770,7
4,1530,5
4,1482,6
4,2164,7
4,54857,9
4,51122,5
4,47917,10
4,40397,10
4,5682,8
4,3226,5
4,1827,10
4,523,6
4,731,8
4,7054,6
4,39565,8
4,34534,5
4,41361,6
4,1367,5
4,52976,7
4,15227,4
4,813,6
4,42640,9
4,5,7
4,2167,6
4,4059,9
4,44074,4
4,10012,4
4,37450,6
4,22789,5
4,12115,9
4,795,7
4,55310,4
4,4772,9
4,232,8
4,1453,6
4,56738,7
4,283,9
4,11113,10
4,457,5
4,54650,9
4,11843,4
4,4722,6
4,60285,8
4,37430,3
4,38680,5
4,249,10
4,37150,8
4,59675,7
4,37171,6
4,37515,7
4,3665,9
4,18115,5
4,11981,7
4,18,6
4,57066,6
4,31933,3
4,846,8
4,1974,6
4,36370,5
4,27831,10
4,5341,6
4,25835,7
4,329,7
4,85,7
4,437,3
4,39570,8
4,780,4
4,50207,6
4,139,7
4,21647,7
4,18397,9
4,59986,8
4,47,7
4,41402,10
4,59833,9
4,57181,3
4,41084,7
4,38000,8
4,81,7
4,56980,6
4,61952,8
4,31240,7
4,52991,8
4,37208,7
4,2759,7
4,512,6
4,16067,8
4,1257,8
4,38731,8
4,777,5
4,60544,8
4,40784,9
4,50172,1
4,37870,6
4,55830,9
4,53998,8
4,47794,3
4,11977,5
4,62249,5
4,41169,5
4,2076,7
4,10534,7
4,781,7
4,21557,9
4,35760,7
4,36563,10
4,2004,7
4,1506,4
4,20651,5
4,30370,8
4,2236,6
4,31251,7
4,60108,3
4,2951,6
4,42923,8
4,59077,7
4,25517,7
4,38088,6
5,14513,8
5,431,5
5,12355,6
5,39166,8
5,2150,7
5,32122,5
5,28735,4
5,30831,6
5,658,7
5,54959,6
5,58514,7
5,10721,6
5,7645,7
5,49521,8
5,877,5
5,60022,4
5,37491,8
5,339,9
5,12431,6
5,34438,5
5,50612,8
5,36371,8
5,263,7
5,60420,6
5,853,4
5,1364,9
5,34534,6
5,37150,4
5,12859,5
5,10863,10
5,44042,4
5,3228,7
5,6007,7
5,82,8
5,35180,7
5,2402,7
5,38993,6
5,50346,8
5,19363,6
5,54492,9
5,2890,2
5,14713,10
5,50160,4
5,31098,4
5,427,9
5,40784,8
5,7674,5
5,16498,5
5,6114,8
5,77,4
5,52976,8
5,36862,5
5,34021,4
5,55310,4
5,35062,7
5,16918,6
5,38731,9
5,4106,8
5,30654,4
5,5680,8
5,57524,6
5,49574,8
5,21469,6
5,38481,5
5,47194,6
5,23775,7
5,15335,9
5,37520,7
5,338,10
5,26055,2
5,32005,5
5,16049,5
5,40682,6
5,38349,8
5,15323,7
5,40907,8
5,36963,6
5,58509,4
5,34599,6
5,27947,6
5,2829,9
5,2418,9
5,37989,8
5,10534,4
5,2154,5
5,16001,5
5,25313,5
5,23199,7
5,53393,8
5,3901,6
5,18689,4
5,31339,7
5,3665,6
5,54118,4
5,2251,8
5,38088,7
5,12815,8
5,48561,3
5,3907,6
5,329,8
5,58919,4
5,61322,5
5,49387,8
5,21,7
5,34626,10
5,1535,7
5,50250,9
5,4282,9
5,9617,4
5,52034,4
5,54915,6
5,49701,7
5,55772,8
6,36296,6
6,38883,4
6,34572,6
6,37999,6
6,31812,10
6,59047,5
6,249,6
6,3927,8
6,38422,5
6,59939,4
6,33323,6
6,37786,7
6,50587,6
6,59654,6
6,40417,6
6,39565,3
6,21899,10
6,53888,9
6,33050,7
6,437,7
6,51009,6
6,32281,6
6,61784,6
6,7062,4
6,32935,7
6,263,4
6,57864,7
6,7655,5
6,40080,3
6,268,4
6,16498,3
6,34076,6
6,55993,8
6,32983,5
6,457,9
6,61930,3
6,35466,9
6,440,4
6,29831,8
6,467,10
6,12031,8
6,2418,3
6,21647,4
6,9656,3
6,59360,9
6,164,6
6,19,5
6,42938,8
6,53410,6
6,2159,5
6,4938,7
6,12189,6
6,51318,8
6,39741,7
6,12355,4
6,52846,4
6,59497,7
6,37870,8
6,58919,4
6,61322,10
6,49320,10
6,54595,9
6,8740,9
6,2952,7
6,54029,5
6,427,5
6,77,6
6,44087,7
6,2563,6
6,56784,4
6,535,5
6,3783,8
6,32615,6
6,31251,7
6,37515,2
6,9260,7
6,10030,6
6,22145,8
6,39535,6
6,4789,5
6,48755,6
6,34240,5
6,32547,5
6,30364,5
6,49310,6
6,40682,8
6,36649,10
6,45649,7
6,53287,8
6,25835,7
6,60285,7
6,51805,3
6,50207,9
6,59027,9
6,53499,10
6,14807,6
6,329,8
6,37430,6
6,137,3
6,2759,7
6,48316,4
6,52215,8
6,39486,8
6,52293,7
6,49574,9
6,2154,7
6,4224,10
6,31988,8
6,31715,3
6,1566,6
6,55772,2
6,31173,7
6,3784,5
6,12113,5
6,27833,6
6,35111,8
6,60098,5
6,31098,6
6,33,9
6,37822,6
6,30654,5
6,16706,6
6,28223,9
6,14397,8
6,4477,2
6,7791,6
6,28735,7
6,39166,7
6,27831,6
6,46095,10
6,17074,5
6,53111,9
6,6467,5
6,39167,9
6,44235,7
6,61339,5
6,28171,9
6,9289,8
6,57658,5
6,578,8
6,50325,7
6,59228,7
6,6007,8
6,41361,5
6,52684,5
6,59145,9
6,58125,6
6,40211,7
7,47794,10
7,13601,6
7,34626,4
7,39166,7
7,61339,6
7,39551,7
7,49918,8
7,28735,7
7,18195,5
7,38770,5
7,10271,8
7,18617,7
7,11061,5
7,46095,7
7,36949,5
7,731,4
7,14353,7
7,24833,7
7,52976,10
7,18,6
7,48549,6
7,57433,4
7,2246,9
7,28171,8
7,34096,6
7,32843,7
7,24687,6
7,578,8
7,42640,10
7,50265,4
7,50172,5
7,31812,7
7,3901,6
7,35466,8
7,10863,7
7,16918,6
7,1698,6
7,32366,1
7,35843,7
7,40776,8
7,53111,7
7,4772,3
7,58913,10
7,49052,6
7,186,5
7,37430,7
7,51318,9
7,1535,5
7,11113,7
7,23847,10
7,42941,6
7,1142,2
7,51805,3
7,30709,8
7,17389,8
7,31174,6
7,36963,8
7,22297,9
7,8129,7
7,996,7
7,22145,10
7,49722,10
7,4224,8
7,2618,6
7,53887,2
7,14513,8
7,45649,5
7,10937,8
7,50796,4
7,53447,6
7,3016,2
7,139,3
7,121,7
7,38475,7
7,416,4
7,4059,9
7,1604,9
7,22507,7
7,38088,9
7,56752,2
7,39468,5
7,31149,8
7,239,7
7,56980,5
7,62543,7
7,51096,4
7,42310,7
7,3701,4
7,53998,4
7,50330,4
7,56805,7
7,5690,8
7,37962,5
7,1364,3
7,558,7
7,38474,5
7,31251,7
7,31646,9
7,10012,10
7,50528,6
7,32995,7
7,7645,9
7,34100,7
7,12477,9
7,16067,8
7,781,7
7,55357,6
7,5081,8
7,3091,7
7,35848,6
7,39894,7
7,60557,8
7,21647,4
7,55911,7
7,60285,9
7,4672,7
7,32005,5
7,12069,7
7,1065,7
7,34612,5
7,1210,9
7,6746,9
7,37491,4
7,7785,5
7,232,7
7,56524,6
7,44218,9
7,28957,5
7,3371,10
7,59408,10
7,47194,7
8,29831,7
8,918,5
8,38524,4
8,658,8
8,51318,9
8,7054,3
8,31043,4
8,16706,6
8,58143,9
8,60557,7
8,39592,5
8,55825,5
8,21469,8
8,34438,8
8,51180,6
8,4224,6
8,36885,6
8,81,6
8,45576,6
8,61952,9
8,44511,8
8,12189,9
8,49926,8
8,57616,7
8,59898,6
8,41084,5
8,60541,7
8,52865,7
8,153,5
8,57,9
8,53236,9
8,55690,6
8,28805,5
8,46422,3
8,2154,8
8,645,6
8,437,4
8,339,6
8,58919,9
8,9260,4
8,5365,6
8,59001,2
8,37987,4
8,54650,6
8,49918,6
8,37430,10
8,1471,7
8,35062,7
8,3228,9
8,26213,3
8,42916,9
8,36456,7
8,60988,8
8,486,9
8,37822,6
8,813,7
8,53888,7
8,6336,5
8,2890,7
8,52107,9
8,249,5
8,1,5
8,56784,9
8,23623,5
8,32902,5
8,39198,10
8,30709,6
8,32935,9
8,1575,4
8,4938,6
8,54789,6
8,61274,7
8,3783,5
8,6171,2
8,136,5
8,41462,5
8,49413,5
8,16049,8
8,60602,9
8,10087,10
8,49709,4
8,44070,2
8,52976,7
8,44,8
8,38450,5
8,49521,9
8,34572,7
8,31757,5
8,14353,8
8,55830,6
8,851,4
8,10271,7
8,39533,6
8,1914,8
8,265,7
8,57181,6
8,31658,7
8,38475,6
8,59953,6
8,535,7
8,10534,7
8,14713,4
8,31758,5
8,12355,7
8,7062,2
8,53065,10
8,14513,7
8,40834,3
8,48549,6
8,37450,6
8,32615,7
8,427,5
8,1486,9
8,40682,6
8,38474,4
9,53393,5
9,957,6
9,44235,5
9,51805,8
9,41782,1
9,41361,6
9,1566,7
9,25537,7
9,32282,8
9,2618,9
9,29893,7
9,11061,6
9,53411,5
9,46095,5
9,17074,7
9,4921,9
9,4477,5
9,55255,6
9,57524,9
9,34822,7
9,44940,6
9,512,7
9,10012,7
9,387,10
9,49570,4
9,34076,5
9,61274,10
9,2563,7
9,57864,6
9,28735,8
9,30654,9
9,50346,9
9,48549,8
9,31757,5
9,4155,6
9,10408,6
9,52742,5
9,39533,6
9,33970,4
9,35111,6
9,58788,3
9,33,8
9,54595,5
9,28701,10
9,5678,6
9,37675,6
9,40542,6
9,31758,9
9,52588,4
9,42894,6
9,40730,7
9,40729,8
9,3665,10
9,7338,8
9,25777,10
9,440,6
9,31098,8
9,38450,8
9,37962,8
9,40907,7
9,44511,5
9,60570,4
9,58555,8
9,42429,7
9,40682,6
9,41487,2
9,59192,6
9,81,7
9,3297,7
9,1827,6
9,57647,7
9,61322,6
9,265,5
9,33486,4
9,31490,7
9,60108,5
9,49310,4
9,34437,4
9,27831,9
9,15227,10
9,46569,6
9,55911,2
9,59145,6
9,49052,10
9,40748,6
9,7674,7
9,6864,10
9,50172,10
9,2004,5
9,38475,6
9,40059,5
9,49918,6
9,48736,8
9,2581,6
9,38003,5
9,235,6
9,164,4
9,232,7
9,264,8
9,2164,8
9,54492,7
9,283,6
9,1,6
9,7311,5
9,30346,7
9,1023,8
9,59229,8
9,34100,7
9,6171,6
9,401,6
9,59939,9
9,4224,6
9,24833,6
9,35760,7
9,4918,7
9,33674,7
9,1088,6
9,59150,6
9,59571,7
9,851,5
10,138,6
10,56538,5
10,42250,7
10,59229,10
10,532,7
10,60541,8
10,645,7
10,58913,5
10,44931,6
10,41467,7
10,1364,5
10,29803,9
10,5258,6
10,15689,6
10,51122,7
10,1827,8
10,50403,9
10,627,4
10,48569,8
10,31757,9
10,41462,4
10,34096,8
10,44087,6
10,31149,2
10,3783,3
10,585,9
10,19363,4
10,44940,8
10,59654,8
10,50594,5
10,12431,9
10,33352,3
10,50528,6
10,44412,6
10,37521,8
10,187,7
10,31658,8
10,52198,5
10,6594,8
10,4921,10
10,37491,6
10,1594,7
10,55830,3
10,28,8
10,24997,5
10,73,5
10,4106,5
10,57658,5
10,53499,10
10,851,5
10,42941,10
10,50250,8
10,53672,6
10,5028,6
10,50172,7
10,32615,7
10,35843,4
10,39247,5
10,139,8
10,1367,8
10,41611,7
10,853,6
10,572,7
10,61595,8
10,48171,6
10,22535,8
10,35677,8
10,457,5
10,24833,10
10,31240,9
10,7674,6
10,59675,6
10,5680,7
10,16395,5
10,877,5
10,42923,9
10,31173,1
10,49458,9
11,7720,5
11,27775,9
11,62249,8
11,35851,7
11,54870,6
11,31490,7
11,49387,7
11,33970,4
11,52578,6
11,6114,8
11,51335,6
11,61274,6
11,55791,7
11,8425,8
11,60285,5
11,12365,3
11,35180,5
11,17389,6
11,10863,7
11,55318,7
11,53236,9
11,48661,7
11,44940,9
11,12815,6
11,57334,10
11,28977,10
11,7338,7
11,51367,5
11,18,4
11,338,6
11,56752,8
11,35110,10
11,7222,8
11,3016,6
11,54595,4
11,7054,6
11,15417,6
11,401,3
11,31988,6
11,15059,10
11,41923,7
11,46654,6
11,2150,7
11,416,10
11,122,8
11,38680,6
11,55742,3
11,61595,6
11,37078,4
11,9656,5
11,49918,5
11,34440,9
11,40716,6
11,19815,5
11,24,4
11,56980,5
11,41025,6
11,56653,5
11,11061,8
11,59229,7
11,37932,10
11,12531,7
11,392,5
11,41781,3
11,37105,6
11,55809,8
11,33352,6
11,34376,7
11,5681,6
11,1470,9
11,44042,6
11,60420,7
11,38349,10
11,7711,6
11,36296,7
11,5690,6
11,33095,4
11,17074,5
11,2759,7
11,41361,4
11,36963,5
11,58572,8
11,1974,9
11,31051,6
11,33050,5
11,53499,5
11,22145,6
11,56524,6
12,41169,8
12,5941,8
12,37515,7
12,34534,6
12,9863,6
12,38474,4
12,35082,4
12,40682,7
12,48583,5
12,38826,8
12,34438,7
12,4918,2
12,467,7
12,60543,7
12,52684,4
12,302,4
12,10049,9
12,47778,9
12,27663,6
12,801,3
12,1519,6
12,5029,6
12,2418,8
12,138,10
12,37208,7
12,32182,8
12,43325,6
12,31174,8
12,4565,3
12,45556,7
12,60108,9
12,34572,9
12,53111,6
12,416,10
12,41923,8
12,59226,7
12,48411,6
12,4181,6
12,50250,3
12,1470,4
12,49818,10
12,59077,8
12,9289,7
12,37379,7
12,55357,8
12,10153,8
12,15227,3
12,6746,7
12,35839,7
12,44218,6
12,26213,9
12,50330,8
12,44511,2
12,49114,4
12,6467,6
12,1367,9
12,39468,7
12,37991,5
12,29893,4
12,56980,7
12,372,3
12,55791,7
12,29831,6
12,34537,5
12,21899,2
12,32122,6
12,627,5
12,41084,9
12,5682,9
12,49782,9
12,18661,4
12,5300,3
12,41782,9
12,52865,7
12,33486,3
12,45577,10
12,5365,10
12,51180,6
12,53127,6
12,55255,10
12,36371,8
12,50593,7
12,3226,6
12,54029,6
12,73,4
12,3927,8
12,269,6
12,48653,8
12,53199,4
12,40435,5
12,72,4
12,2752,9
12,32547,7
12,57067,7
12,58517,9
12,1033,6
12,48171,7
12,49587,10
13,40434,4
13,572,8
13,31646,5
13,9863,5
13,56980,10
13,2150,7
13,49782,5
13,31051,4
13,36028,10
13,10863,10
13,10721,5
13,38000,2
13,51440,9
13,20651,10
13,60489,7
13,28675,7
13,30952,7
13,35848,10
13,283,9
13,49571,6
13,31043,5
13,5420,6
13,59833,6
13,24,4
13,38329,7
13,44,7
13,31933,9
13,40664,5
13,59636,8
13,32867,9
13,9969,7
13,40397,6
13,35790,6
13,59001,8
13,12189,4
13,239,9
13,36098,9
13,4901,10
13,578,7
13,16498,9
13,2904,7
13,34437,1
13,36885,4
13,21855,9
13,4053,8
13,50183,6
13,42166,5
13,27775,8
13,30279,9
13,1594,9
13,269,8
13,4155,3
13,35111,8
13,52578,2
13,50207,5
13,338,8
13,57334,2
13,1735,8
13,28891,3
13,10643,10
13,801,4
13,49320,6
13,205,10
13,36946,5
13,40211,7
13,63019,7
13,58509,6
13,6945,9
13,28,7
13,37987,4
13,15689,8
13,38436,8
13,2471,7
13,2448,5
13,46422,7
13,52198,7
13,7311,4
13,2759,7
13,7062,7
13,3786,6
13,49701,10
13,5081,9
13,55823,5
13,11917,3
13,440,3
13,22961,5
13,1210,5
13,43325,5
13,59953,7
13,2159,10
13,56752,5
13,25681,6
13,34591,7
13,23623,6
13,59939,9
13,1453,6
13,35677,10
13,39468,7
13,34096,4
13,37055,5
13,58567,4
13,30230,10
13,51836,6
13,28223,8
13,9890,5
13,2034,6
13,10408,5
13,58514,8
13,30015,3
13,9289,4
13,3167,4
13,59571,5
13,30484,5
13,36949,6
13,27663,4
13,60544,7
13,40784,7
13,28297,5
13,23847,4
13,58930,4
13,56784,8
13,53393,8
13,28171,6
13,1827,6
13,2890,7
13,1363,6
13,32182,7
13,1695,9
13,3901,5
13,1575,7
13,7785,8
13,10012,1
13,427,3
13,38475,6
13,1088,8
13,55153,5
13,55791,8
13,49574,7
13,38422,10
13,39565,8
13,2449,2
13,50346,7
14,1363,6
14,43,6
14,170,5
14,12815,7
14,627,3
14,56653,7
14,55911,9
14,5341,8
14,37208,6
14,967,6
14,2418,7
14,20583,5
14,39592,10
14,49521,5
14,535,6
14,41084,6
14,329,7
14,13601,9
14,853,6
14,40434,8
14,40028,6
14,38349,9
14,22535,5
14,34534,7
14,58788,8
14,3701,5
14,31715,10
14,957,4
14,38003,7
14,34599,10
14,40456,6
14,34437,7
14,59192,8
14,59077,9
14,9735,8
14,122,8
14,38329,8
14,37870,8
14,56980,10
14,61595,4
14,42886,7
14,48755,10
14,5029,9
14,40397,7
14,1506,6
14,427,4
14,34626,5
14,457,7
14,41169,10
14,532,7
14,38422,4
14,57555,2
14,42916,9
14,777,8
14,32935,10
14,33050,5
14,42984,8
14,36371,6
14,3665,4
14,36862,5
14,53410,7
14,35790,7
14,15,5
14,52865,4
14,49458,4
14,1974,4
14,39741,6
14,23199,7
14,38770,8
14,10080,9
14,49052,7
14,62249,6
14,283,5
14,61952,7
14,39792,6
14,55701,8
14,2159,7
14,36098,6
14,23775,10
14,29803,2
14,12031,5
14,42166,8
14,877,7
14,4107,3
14,2402,3
14,138,4
14,12431,6
14,24701,10
14,38000,7
14,5460,8
14,11741,7
14,4722,4
14,6811,6
14,35760,6
14,27663,5
14,10153,5
14,37965,7
14,9260,8
14,54118,7
14,55823,5
14,467,7
14,5205,8
14,52991,10
14,44940,7
14,40834,5
14,38436,10
14,55310,8
14,59833,7
14,17739,5
14,33255,8
14,59898,7
14,50593,7
14,7472,8
14,16,9
14,60048,5
14,16498,7
14,35557,7
14,49310,8
14,6774,7
14,9756,6
14,48569,6
14,34822,5
14,38883,8
14,558,5
15,52293,4
15,1382,8
15,3016,7
15,59986,6
15,27831,5
15,48411,5
15,23623,8
15,47194,7
15,3783,6
15,82,9
15,52578,6
15,28675,4
15,35082,8
15,1943,5
15,2154,10
15,12069,8
15,42897,8
15,34076,9
15,138,6
15,51019,6
15,853,6
15,1364,6
15,6211,7
15,10863,6
15,14353,4
15,51122,2
15,793,9
15,61930,6
15,45649,9
15,53065,5
15,1257,8
15,19123,6
15,29831,3
15,34437,1
15,25879,5
15,42310,7
15,20651,8
15,45,5
15,1088,8
15,14397,8
15,39535,6
15,53998,2
15,30831,6
15,53199,8
15,31988,6
15,42640,9
15,48895,5
15,50528,7
15,1486,7
15,40434,3
16,62543,5
16,48755,5
16,1365,9
16,53499,8
16,40434,8
16,6774,8
16,114,4
16,59898,7
16,4672,5
16,585,3
16,43608,6
16,55153,8
16,523,6
16,35082,6
16,50172,5
16,12477,5
16,20651,9
16,1470,7
16,6746,6
16,52347,6
16,2471,5
16,31490,9
16,31181,5
16,31149,3
16,37379,5
16,15689,5
16,58517,4
16,72,4
16,3901,10
16,51318,4
16,53273,8
16,39741,7
16,164,7
16,55644,10
16,2618,6
16,37450,6
16,52034,7
16,22789,9
16,44412,3
16,56805,4
16,4081,9
16,36963,7
16,40787,7
16,16894,7
16,2167,7
16,35382,9
16,53411,6
16,50602,5
16,38084,9
16,55823,6
16,33,7
16,9734,5
16,41781,8
16,40907,7
16,2001,10
16,50250,8
16,12113,6
16,1506,7
16,81,8
16,10030,9
16,40853,10
16,15,4
16,52826,10
16,55772,8
16,1363,7
16,31173,6
16,11239,4
16,38475,6
16,41084,5
16,49909,4
16,59833,10
16,8129,10
16,50159,10
16,22297,8
16,416,7
16,10534,5
16,40716,6
16,57066,4
16,47778,7
16,12355,8
16,61595,4
16,56980,5
16,6171,7
16,36296,7
16,820,9
16,41025,7
16,329,8
16,58390,10
16,440,5
16,12069,1
16,27833,5
16,339,10
16,40591,4
16,3786,9
16,34599,10
16,3371,8
16,11843,3
16,60098,6
16,49387,6
16,11813,10
16,3784,1
16,14513,6
16,57,6
16,801,6
16,34534,9
16,55855,6
16,38081,8
16,1,4
16,40028,6
16,50796,8
16,11597,7
16,48661,7
16,39783,7
16,759,6
16,28,10
16,3927,6
16,2402,8
16,49587,4
16,55255,8
16,9204,4
16,28675,5
16,31240,5
16,578,10
16,1210,5
16,50183,4
16,37095,7
16,61322,6
16,31646,8
16,2581,7
16,37514,6
16,41361,9
16,23283,6
16,36999,7
16,10080,8
16,49052,5
16,54915,8
16,48736,9
16,54595,7
17,199,6
17,53888,4
17,58572,4
17,49721,8
17,23327,5
17,53273,5
17,35466,6
17,2449,9
17,32935,7
17,25777,9
17,58788,6
17,44412,4
17,170,9
17,62405,10
17,31051,4
17,6594,2
17,268,5
17,61335,6
17,59939,7
17,24415,7
17,962,7
17,851,4
17,9756,7
17,934,8
17,25313,3
17,57,6
17,49909,6
17,36990,4
17,42886,7
17,34021,9
17,2752,6
17,42640,5
17,33095,8
17,56063,8
17,10863,10
17,38081,7
17,9260,4
17,14513,2
17,27775,7
17,21469,8
17,4789,7
17,59192,5
17,37999,6
17,50587,9
17,49918,2
17,1430,3
17,5680,4
17,14713,1
17,12365,4
17,4672,4
17,39783,9
17,33486,8
17,51535,7
17,1698,5
17,39535,4
17,265,3
17,2154,8
17,36946,9
17,50325,6
17,59459,5
17,1471,7
17,25517,7
17,50380,10
17,50403,9
17,5081,5
17,54595,5
17,27989,3
17,995,9
17,31490,3
17,5690,9
17,38731,8
17,35557,5
17,52684,6
17,2034,5
17,30276,5
17,21419,5
17,14813,9
17,57067,9
17,138,9
18,55772,6
18,53127,8
18,48895,4
18,237,7
18,59001,10
18,56524,6
18,40907,3
18,6171,9
18,56523,5
18,51096,5
18,12029,8
18,22297,7
18,33255,4
18,11771,10
18,3907,9
18,9963,6
18,9656,4
18,15227,7
18,853,10
18,10937,6
18,37430,5
18,33221,10
18,32282,4
18,1470,6
18,38201,7
18,49052,8
18,6421,9
18,3786,7
18,41781,8
18,40417,9
18,14075,6
18,33095,8
18,1482,7
18,37491,5
18,59229,2
18,36702,4
18,10153,6
18,58514,8
18,995,8
18,5114,6
18,37822,9
18,59675,6
18,58390,9
18,7645,7
18,50330,8
18,55102,7
18,11061,9
18,55825,10
18,58572,7
18,1257,7
18,38003,6
18,19647,8
18,38249,10
18,35843,6
18,34240,6
18,54029,10
18,10271,9
18,1698,7
18,34100,9
18,37171,5
18,185,5
18,47,10
18,962,5
18,56538,7
18,59833,7
18,2418,8
18,512,2
18,53887,10
18,235,4
18,1827,7
18,6211,10
18,2246,4
18,29803,10
18,50593,8
18,59898,3
18,1096,8
18,4565,6
18,11741,7
18,30,6
19,46569,6
19,59001,4
19,44,9
19,820,5
19,48561,5
19,59027,8
19,4565,5
19,790,7
19,55016,7
19,37450,7
19,27663,4
19,6945,9
19,40729,4
19,205,5
19,59978,7
19,38337,2
19,16918,10
19,27775,10
19,9204,4
19,14353,3
19,20057,4
19,57334,6
19,62543,4
19,32,10
19,56009,6
19,59150,10
19,42166,4
19,21469,7
19,13125,5
19,60489,8
19,53287,9
19,34534,6
19,24415,9
19,37965,7
19,55823,7
19,38249,4
19,37105,9
19,38668,6
19,49574,10
19,41487,8
19,12531,6
19,36028,7
19,81,6
19,7711,6
19,10534,10
19,62249,8
19,35466,10
19,59497,5
19,35082,7
19,50416,10
19,6864,7
19,39533,6
19,4477,7
19,10087,6
19,30346,7
19,26213,7
19,1974,8
19,31973,6
19,1,5
19,34240,6
19,2402,6
19,5941,8
19,50709,5
19,57433,10
19,50346,5
19,861,5
19,645,7
19,777,9
19,6336,7
19,37991,5
19,35677,5
19,11741,7
19,59833,5
19,1363,6
19,61784,7
